GISJOIN,GEOID,STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE,geometry,closest_bench,the_geom,ObjectID,BoroName,Latitude,Longitude,NTAName,SeatingTyp,date,lat_long,distance_km,distance_m,travel_time,travel_time_sec
G3600610013603,36061013603,36,061,013603,4387,40.772921,-73.950829,POINT (1829254.5227999985 579940.2245000005),"(40.7711939052, -73.9533775863)",POINT (-73.95337758630916 40.7711939051659),1307,Manhattan,40.7711939052,-73.9533775863,Upper East Side-Lenox Hill-Roosevelt Island,BACKED,2014-01-10,"(40.7711939052, -73.9533775863)",0.4 km,414,5 mins,
G3600610013604,36061013604,36,061,013604,5057,40.773939,-73.94846,POINT (1829421.3029999994 580096.7807999998),"(40.7756540792, -73.9474687448)",POINT (-73.94746874478247 40.77565407924988),1323,Manhattan,40.7756540792,-73.9474687448,Upper East Side-Yorkville,BACKLESS,2013-07-10,"(40.7756540792, -73.9474687448)",0.2 km,208,3 mins,
G3600610013700,36061013700,36,061,013700,7308,40.76525,-73.979873,POINT (1827085.5535999984 578545.3836000003),"(40.7714679183, -73.9832699029)",POINT (-73.98326990289277 40.77146791826391),1308,Manhattan,40.7714679183,-73.9832699029,Upper West Side-Lincoln Square,BACKLESS,2014-12-15,"(40.7714679183, -73.9832699029)",0.9 km,949,12 mins,
G3600610013800,36061013800,36,061,013800,13109,40.77476,-73.9539,POINT (1828956.9811000004 580081.5552999992),"(40.7745277298, -73.9557485634)",POINT (-73.9557485633816 40.77452772983168),1321,Manhattan,40.7745277298,-73.9557485634,Upper East Side-Yorkville,BACKED,2017-08-03,"(40.7745277298, -73.9557485634)",0.2 km,212,3 mins,
G3600610013900,36061013900,36,061,013900,9988,40.76728,-73.985931,POINT (1826539.7303000018 578650.2054999992),"(40.7661439703, -73.9895617198)",POINT (-73.9895617197772 40.76614397026893),1275,Manhattan,40.7661439703,-73.9895617198,Hell's Kitchen,BACKED,2014-11-05,"(40.7661439703, -73.9895617198)",0.5 km,456,5 mins,
G3600610014000,36061014000,36,061,014000,8050,40.776133,-73.957871,POINT (1828598.1281000003 580154.7879000008),"(40.7745349164, -73.9569455838)",POINT (-73.95694558376273 40.77453491637274),2069,Manhattan,40.7745349164,-73.9569455838,Upper East Side-Yorkville,BACKLESS,2015-01-22,"(40.7745349164, -73.9569455838)",0.3 km,273,3 mins,
G3600610014200,36061014200,36,061,014200,4463,40.777324,-73.961303,POINT (1828287.878800001 580218.5689000003),"(40.7809835677, -73.9586038335)",POINT (-73.9586038335263 40.78098356769807),1373,Manhattan,40.7809835677,-73.9586038335,Upper East Side-Carnegie Hill,BACKED,2013-07-22,"(40.7809835677, -73.9586038335)",0.5 km,466,6 mins,
G3600610014300,36061014300,36,061,014300,129,40.786252,-73.963244,POINT (1827899.9706999995 581154.3402999993),"(40.7815038535, -73.9600845904)",POINT (-73.96008459038498 40.78150385349172),1376,Manhattan,40.7815038535,-73.9600845904,Upper East Side-Carnegie Hill,BACKLESS,2016-04-13,"(40.7815038535, -73.9600845904)",1.3 km,1349,17 mins,
G3600610014401,36061014401,36,061,014401,5040,40.775322,-73.947692,POINT (1829448.2498000003 580262.3010000009),"(40.7756540792, -73.9474687448)",POINT (-73.94746874478247 40.77565407924988),1323,Manhattan,40.7756540792,-73.9474687448,Upper East Side-Yorkville,BACKLESS,2013-07-10,"(40.7756540792, -73.9474687448)",41 m,41,1 min,
G3600610014402,36061014402,36,061,014402,7151,40.77696,-73.94643,POINT (1829508.8691000007 580465.1238000002),"(40.7756540792, -73.9474687448)",POINT (-73.94746874478247 40.77565407924988),1323,Manhattan,40.7756540792,-73.9474687448,Upper East Side-Yorkville,BACKLESS,2013-07-10,"(40.7756540792, -73.9474687448)",0.2 km,169,2 mins,
G3600610014500,36061014500,36,061,014500,7532,40.770222,-73.984811,POINT (1826555.3427999988 578992.4174000006),"(40.7714679183, -73.9832699029)",POINT (-73.98326990289277 40.77146791826391),1308,Manhattan,40.7714679183,-73.9832699029,Upper West Side-Lincoln Square,BACKLESS,2014-12-15,"(40.7714679183, -73.9832699029)",0.3 km,261,3 mins,
G3600610014601,36061014601,36,061,014601,4481,40.777138,-73.952153,POINT (1829038.069699999 580374.3636000007),"(40.7764973425, -73.952886137)",POINT (-73.95288613695979 40.77649734248739),1337,Manhattan,40.7764973425,-73.952886137,Upper East Side-Yorkville,BACKED,2018-02-27,"(40.7764973425, -73.952886137)",94 m,94,1 min,
G3600610014602,36061014602,36,061,014602,9061,40.778821,-73.951158,POINT (1829075.7868000008 580576.9484999999),"(40.7787260865, -73.9509789088)",POINT (-73.95097890877017 40.778726086478514),1351,Manhattan,40.7787260865,-73.9509789088,Upper East Side-Yorkville,BACKED,2017-07-05,"(40.7787260865, -73.9509789088)",58 m,58,1 min,
G3600610014700,36061014700,36,061,014700,2987,40.771564,-73.988629,POINT (1826209.7558999993 579065.3233000003),"(40.773024494, -73.9892554974)",POINT (-73.98925549738405 40.77302449401798),1314,Manhattan,40.773024494,-73.9892554974,Upper West Side-Lincoln Square,BACKLESS,2019-04-11,"(40.773024494, -73.9892554974)",0.2 km,243,3 mins,
G3600610014801,36061014801,36,061,014801,3221,40.778725,-73.955795,POINT (1828700.5179000013 580477.2474000007),"(40.7792451337, -73.9552053187)",POINT (-73.95520531872876 40.779245133719954),1361,Manhattan,40.7792451337,-73.9552053187,Upper East Side-Carnegie Hill,BACKLESS,2018-11-20,"(40.7792451337, -73.9552053187)",0.2 km,157,2 mins,
G3600610014802,36061014802,36,061,014802,7494,40.78114,-73.954436,POINT (1828749.045499999 580766.6176999994),"(40.7796826187, -73.9558102628)",POINT (-73.95581026282642 40.77968261871662),1364,Manhattan,40.7796826187,-73.9558102628,Upper East Side-Carnegie Hill,BACKED,2018-11-21,"(40.7796826187, -73.9558102628)",0.2 km,231,3 mins,
G3600610014900,36061014900,36,061,014900,6351,40.77193,-73.981457,POINT (1826784.6964000016 579243.0607999992),"(40.771773061, -73.9830486046)",POINT (-73.98304860458158 40.77177306102574),1313,Manhattan,40.771773061,-73.9830486046,Upper West Side-Lincoln Square,BACKLESS,2018-02-05,"(40.771773061, -73.9830486046)",0.2 km,171,3 mins,
G3600610015001,36061015001,36,061,015001,2321,40.780311,-73.959238,POINT (1828379.2133999988 580583.8650000002),"(40.7809835677, -73.9586038335)",POINT (-73.9586038335263 40.78098356769807),1373,Manhattan,40.7809835677,-73.9586038335,Upper East Side-Carnegie Hill,BACKED,2013-07-22,"(40.7809835677, -73.9586038335)",0.1 km,108,2 mins,
G3600610015002,36061015002,36,061,015002,5642,40.782198,-73.957596,POINT (1828464.3946000002 580821.1289000008),"(40.7809835677, -73.9586038335)",POINT (-73.9586038335263 40.78098356769807),1373,Manhattan,40.7809835677,-73.9586038335,Upper East Side-Carnegie Hill,BACKED,2013-07-22,"(40.7809835677, -73.9586038335)",0.2 km,163,2 mins,
G3600610015101,36061015101,36,061,015101,3756,40.773501,-73.987217,POINT (1826275.0018000007 579303.5961000007),"(40.7750335146, -73.9870943645)",POINT (-73.98709436448777 40.775033514584436),1322,Manhattan,40.7750335146,-73.9870943645,Upper West Side-Lincoln Square,BACKED,2014-01-15,"(40.7750335146, -73.9870943645)",0.4 km,362,4 mins,
G3600610015102,36061015102,36,061,015102,8254,40.774176,-73.990401,POINT (1825998.2320000008 579315.9901),"(40.773024494, -73.9892554974)",POINT (-73.98925549738405 40.77302449401798),1314,Manhattan,40.773024494,-73.9892554974,Upper West Side-Lincoln Square,BACKLESS,2019-04-11,"(40.773024494, -73.9892554974)",0.2 km,228,3 mins,
G3600610015200,36061015200,36,061,015200,7730,40.77975,-73.945527,POINT (1829510.5659000017 580786.5928000007),"(40.7789552738, -73.9480091099)",POINT (-73.94800910985279 40.77895527381359),1352,Manhattan,40.7789552738,-73.9480091099,Upper East Side-Yorkville,BACKED,2013-05-08,"(40.7789552738, -73.9480091099)",0.3 km,277,4 mins,
G3600610015301,36061015301,36,061,015301,3684,40.774408,-73.979131,POINT (1826910.4761000015 579557.8781000003),"(40.7741253039, -73.9813272252)",POINT (-73.9813272251712 40.77412530394775),1319,Manhattan,40.7741253039,-73.9813272252,Upper West Side-Lincoln Square,BACKED,2017-06-21,"(40.7741253039, -73.9813272252)",0.2 km,236,3 mins,
G3600610015302,36061015302,36,061,015302,6032,40.775513,-73.982279,POINT (1826625.583900001 579617.8116999995),"(40.7768690716, -73.9827556228)",POINT (-73.98275562279555 40.77686907163635),1339,Manhattan,40.7768690716,-73.9827556228,Upper West Side-Lincoln Square,BACKLESS,2013-09-20,"(40.7768690716, -73.9827556228)",0.2 km,229,3 mins,
G3600610015401,36061015401,36,061,015401,5189,40.780375,-73.949764,POINT (1829149.3242999986 580773.1527999993),"(40.7806311776, -73.9499306857)",POINT (-73.94993068572916 40.78063117760761),2026,Manhattan,40.7806311776,-73.9499306857,Upper East Side-Yorkville,BACKED,2014-01-10,"(40.7806311776, -73.9499306857)",17 m,17,1 min,
G3600610015402,36061015402,36,061,015402,4503,40.781452,-73.947583,POINT (1829299.2490000017 580932.5172000006),"(40.7825219359, -73.9471804465)",POINT (-73.94718044654859 40.78252193588875),1381,Manhattan,40.7825219359,-73.9471804465,Upper East Side-Yorkville,BACKED,2014-05-16,"(40.7825219359, -73.9471804465)",0.4 km,369,4 mins,
G3600610015403,36061015403,36,061,015403,5738,40.78237,-73.949905,POINT (1829086.4620000012 580987.8776999991),"(40.7818691048, -73.9489699456)",POINT (-73.94896994561135 40.78186910484237),1378,Manhattan,40.7818691048,-73.9489699456,Upper East Side-Yorkville,BACKED,2017-07-05,"(40.7818691048, -73.9489699456)",0.1 km,121,1 min,
G3600610015501,36061015501,36,061,015501,5091,40.776651,-73.984919,POINT (1826381.2364999987 579691.1154999994),"(40.7768690716, -73.9827556228)",POINT (-73.98275562279555 40.77686907163635),1339,Manhattan,40.7768690716,-73.9827556228,Upper West Side-Lincoln Square,BACKLESS,2013-09-20,"(40.7768690716, -73.9827556228)",0.2 km,244,3 mins,
G3600610015502,36061015502,36,061,015502,5759,40.777904,-73.98766,POINT (1826125.7094999999 579775.0212999992),"(40.7750335146, -73.9870943645)",POINT (-73.98709436448777 40.775033514584436),1322,Manhattan,40.7750335146,-73.9870943645,Upper West Side-Lincoln Square,BACKED,2014-01-15,"(40.7750335146, -73.9870943645)",0.4 km,425,6 mins,
G3600610015601,36061015601,36,061,015601,5568,40.783803,-73.947691,POINT (1829229.9010999985 581186.6765999999),"(40.7828596939, -73.9482453151)",POINT (-73.94824531511759 40.7828596938671),1382,Manhattan,40.7828596939,-73.9482453151,Upper East Side-Yorkville,BACKED,2017-07-05,"(40.7828596939, -73.9482453151)",0.1 km,112,1 min,
G3600610015602,36061015602,36,061,015602,2154,40.785485,-73.947628,POINT (1829191.7124999985 581371.2120999992),"(40.7848583561, -73.9467857086)",POINT (-73.9467857086359 40.78485835609499),1386,Manhattan,40.7848583561,-73.9467857086,East Harlem (South),BACKED,2017-07-05,"(40.7848583561, -73.9467857086)",0.1 km,118,1 min,
G3600610015700,36061015700,36,061,015700,11197,40.777394,-73.978844,POINT (1826857.0601000004 579888.8697999995),"(40.7774180619, -73.979069222)",POINT (-73.97906922202718 40.77741806191943),1345,Manhattan,40.7774180619,-73.979069222,Upper West Side-Lincoln Square,BACKLESS,2014-12-15,"(40.7774180619, -73.979069222)",19 m,19,1 min,
G3600610015801,36061015801,36,061,015801,5600,40.784206,-73.952114,POINT (1828859.2448000014 581145.4735000003),"(40.7860749189, -73.9516857512)",POINT (-73.95168575117121 40.78607491892137),1396,Manhattan,40.7860749189,-73.9516857512,Upper East Side-Carnegie Hill,BACKED,2015-06-01,"(40.7860749189, -73.9516857512)",0.3 km,274,3 mins,
G3600610015802,36061015802,36,061,015802,4516,40.786374,-73.950118,POINT (1828965.9990999997 581420.1809),"(40.7854205459, -73.9496095775)",POINT (-73.94960957751552 40.78542054593888),1392,Manhattan,40.7854205459,-73.9496095775,East Harlem (South),BACKLESS,2013-02-06,"(40.7854205459, -73.9496095775)",0.2 km,241,3 mins,
G3600610015900,36061015900,36,061,015900,10054,40.779617,-73.984436,POINT (1826344.321899999 580023.6964999996),"(40.77900379, -73.9823292758)",POINT (-73.98232927584154 40.779003789953535),1353,Manhattan,40.77900379,-73.9823292758,Upper West Side-Lincoln Square,BACKED,2013-12-03,"(40.77900379, -73.9823292758)",0.2 km,219,3 mins,
G3600610016001,36061016001,36,061,016001,3852,40.785898,-73.955038,POINT (1828577.5036999993 581273.6226000004),"(40.7860749189, -73.9516857512)",POINT (-73.95168575117121 40.78607491892137),1396,Manhattan,40.7860749189,-73.9516857512,Upper East Side-Carnegie Hill,BACKED,2015-06-01,"(40.7860749189, -73.9516857512)",0.4 km,410,5 mins,
G3600610016002,36061016002,36,061,016002,3607,40.787852,-73.95344,POINT (1828657.3550999984 581517.3427000009),"(40.7894353417, -73.9526745287)",POINT (-73.95267452871686 40.78943534165763),1411,Manhattan,40.7894353417,-73.9526745287,East Harlem (South),BACKED,2014-05-16,"(40.7894353417, -73.9526745287)",0.2 km,211,2 mins,
G3600610016100,36061016100,36,061,016100,6617,40.779785,-73.977213,POINT (1826928.435899999 580180.8421),"(40.7799163266, -73.977166052)",POINT (-73.97716605202864 40.779916326616274),1366,Manhattan,40.7799163266,-73.977166052,Upper West Side (Central),BACKED,2013-03-18,"(40.7799163266, -73.977166052)",15 m,15,1 min,
G3600610016200,36061016200,36,061,016200,9033,40.788692,-73.939243,POINT (1829792.0647 581882.1623),"(40.7894160632, -73.9398304787)",POINT (-73.93983047872675 40.7894160632447),1409,Manhattan,40.7894160632,-73.9398304787,East Harlem (South),BACKLESS,2017-10-14,"(40.7894160632, -73.9398304787)",0.2 km,221,3 mins,
G3600610016300,36061016300,36,061,016300,7292,40.782261,-73.982077,POINT (1826468.5108999982 580357.2316999994),"(40.77900379, -73.9823292758)",POINT (-73.98232927584154 40.779003789953535),1353,Manhattan,40.77900379,-73.9823292758,Upper West Side-Lincoln Square,BACKED,2013-12-03,"(40.77900379, -73.9823292758)",0.5 km,466,6 mins,
G3600610016400,36061016400,36,061,016400,7371,40.787655,-73.944345,POINT (1829403.2261000015 581670.9157999996),"(40.7877244841, -73.9447139032)",POINT (-73.94471390322707 40.78772448413619),1403,Manhattan,40.7877244841,-73.9447139032,East Harlem (South),BACKLESS,2017-07-05,"(40.7877244841, -73.9447139032)",65 m,65,1 min,
G3600610016500,36061016500,36,061,016500,6659,40.783034,-73.975805,POINT (1826959.5659000017 580562.0479000006),"(40.7831879692, -73.9747154485)",POINT (-73.97471544852539 40.783187969238114),1383,Manhattan,40.7831879692,-73.9747154485,Upper West Side (Central),BACKED,2014-03-28,"(40.7831879692, -73.9747154485)",0.1 km,145,2 mins,
G3600610016600,36061016600,36,061,016600,7012,40.78933,-73.948313,POINT (1829036.8913000003 581777.0976999998),"(40.7877244841, -73.9447139032)",POINT (-73.94471390322707 40.78772448413619),1403,Manhattan,40.7877244841,-73.9447139032,East Harlem (South),BACKLESS,2017-07-05,"(40.7877244841, -73.9447139032)",0.5 km,459,6 mins,
G3600610016700,36061016700,36,061,016700,7210,40.784725,-73.979952,POINT (1826578.2520999983 580666.6502),"(40.78460724, -73.9775567883)",POINT (-73.97755678833951 40.784607240027654),1384,Manhattan,40.78460724,-73.9775567883,Upper West Side (Central),BACKED,2017-06-21,"(40.78460724, -73.9775567883)",0.3 km,261,4 mins,
G3600610016800,36061016800,36,061,016800,4964,40.791386,-73.95094,POINT (1828769.9789999984 581950.6270000003),"(40.7894353417, -73.9526745287)",POINT (-73.95267452871686 40.78943534165763),1411,Manhattan,40.7894353417,-73.9526745287,East Harlem (South),BACKED,2014-05-16,"(40.7894353417, -73.9526745287)",0.3 km,260,4 mins,
G3600610016900,36061016900,36,061,016900,8526,40.78512,-73.972833,POINT (1827148.0047999993 580846.5562999994),"(40.7854480797, -73.9731335147)",POINT (-73.97313351473004 40.78544807966633),1391,Manhattan,40.7854480797,-73.9731335147,Upper West Side (Central),BACKED,2013-03-07,"(40.7854480797, -73.9731335147)",52 m,52,1 min,
G3600610017000,36061017000,36,061,017000,7991,40.790779,-73.94184,POINT (1829526.7787000015 582059.6219999995),"(40.7922343506, -73.9403822003)",POINT (-73.94038220026479 40.79223435064877),1424,Manhattan,40.7922343506,-73.9403822003,East Harlem (South),BACKED,2018-02-05,"(40.7922343506, -73.9403822003)",0.3 km,264,3 mins,
G3600610017100,36061017100,36,061,017100,9694,40.787573,-73.978355,POINT (1826635.0943999998 581007.7761000004),"(40.7895488382, -73.9791923499)",POINT (-73.97919234986585 40.789548838233365),1410,Manhattan,40.7895488382,-73.9791923499,Upper West Side (Central),BACKED,2014-03-24,"(40.7895488382, -73.9791923499)",0.3 km,335,4 mins,
G3600610017200,36061017200,36,061,017200,5441,40.793962,-73.945024,POINT (1829185.4651000015 582345.2437999994),"(40.7940005922, -73.9450897297)",POINT (-73.94508972973196 40.79400059222739),1436,Manhattan,40.7940005922,-73.9450897297,East Harlem (South),BACKED,2012-10-05,"(40.7940005922, -73.9450897297)",55 m,55,1 min,
G3600610017300,36061017300,36,061,017300,8699,40.787675,-73.971275,POINT (1827209.1823999994 581155.0000999998),"(40.789370367, -73.9736460568)",POINT (-73.97364605680404 40.789370366963155),1408,Manhattan,40.789370367,-73.9736460568,Upper West Side (Central),BACKED,2013-08-16,"(40.789370367, -73.9736460568)",0.3 km,328,4 mins,
G3600610017401,36061017401,36,061,017401,5449,40.794962,-73.948906,POINT (1828843.547600001 582379.5206000004),"(40.7952374354, -73.9481923874)",POINT (-73.94819238741331 40.795237435443426),1449,Manhattan,40.7952374354,-73.9481923874,East Harlem (South),BACKED,2014-12-08,"(40.7952374354, -73.9481923874)",75 m,75,1 min,
G3600610017402,36061017402,36,061,017402,2276,40.796793,-73.94773,POINT (1828892.1671000011 582601.7134000007),"(40.7963363587, -73.9476343382)",POINT (-73.9476343381608 40.796336358688535),1461,Manhattan,40.7963363587,-73.9476343382,East Harlem (South),BACKED,2012-10-05,"(40.7963363587, -73.9476343382)",0.1 km,106,1 min,
G3600610017500,36061017500,36,061,017500,11110,40.790058,-73.976901,POINT (1826689.6149000004 581306.5857999995),"(40.7899380826, -73.9755304608)",POINT (-73.97553046079803 40.78993808255763),1412,Manhattan,40.7899380826,-73.9755304608,Upper West Side (Central),BACKED,2019-04-11,"(40.7899380826, -73.9755304608)",0.2 km,174,2 mins,
G3600610017700,36061017700,36,061,017700,9382,40.790263,-73.969403,POINT (1827295.077399999 581473.0777000003),"(40.7904825573, -73.9693965701)",POINT (-73.96939657011507 40.790482557250485),1414,Manhattan,40.7904825573,-73.9693965701,Upper West Side (Central),BACKED,2018-04-30,"(40.7904825573, -73.9693965701)",16 m,16,1 min,
G3600610017800,36061017800,36,061,017800,3860,40.79573,-73.933748,POINT (1830058.2424999997 582755.0251000002),"(40.7956420226, -73.934304079)",POINT (-73.93430407904879 40.79564202264409),1456,Manhattan,40.7956420226,-73.934304079,East Harlem (North),BACKED,2012-10-11,"(40.7956420226, -73.934304079)",62 m,62,1 min,
G3600610017900,36061017900,36,061,017900,9103,40.792656,-73.974438,POINT (1826823.4039000012 581637.1073000003),"(40.7909829536, -73.9742348484)",POINT (-73.9742348484136 40.79098295356663),1415,Manhattan,40.7909829536,-73.9742348484,Upper West Side (Central),BACKED,2013-10-10,"(40.7909829536, -73.9742348484)",0.2 km,228,3 mins,
G3600610018000,36061018000,36,061,018000,7429,40.79459,-73.939435,POINT (1829624.4677999988 582521.2778999992),"(40.7943840855, -73.9364275899)",POINT (-73.93642758993992 40.79438408551588),1433,Manhattan,40.7943840855,-73.9364275899,East Harlem (North),BACKLESS,2012-10-11,"(40.7943840855, -73.9364275899)",0.4 km,372,5 mins,
G3600610018100,36061018100,36,061,018100,8941,40.792616,-73.96773,POINT (1827370.7994999997 581761.7146000005),"(40.7930690401, -73.9677611372)",POINT (-73.96776113716557 40.79306904010443),1427,Manhattan,40.7930690401,-73.9677611372,Upper West Side (Central),BACKLESS,2018-01-09,"(40.7930690401, -73.9677611372)",59 m,59,1 min,
G3600610018200,36061018200,36,061,018200,7675,40.798372,-73.941988,POINT (1829319.1176000014 582884.3236999996),"(40.798884128, -73.9419898497)",POINT (-73.94198984966879 40.79888412796724),1929,Manhattan,40.798884128,-73.9419898497,East Harlem (North),BACKED,2012-10-10,"(40.798884128, -73.9419898497)",76 m,76,1 min,
G3600610018300,36061018300,36,061,018300,8534,40.79508,-73.972811,POINT (1826893.5636 581932.5931000002),"(40.7950501231, -73.9734926736)",POINT (-73.97349267355646 40.79505012313374),1450,Manhattan,40.7950501231,-73.9734926736,Upper West Side (Central),BACKED,2014-12-09,"(40.7950501231, -73.9734926736)",73 m,73,1 min,
G3600610018400,36061018400,36,061,018400,7820,40.799614,-73.945103,POINT (1829033.4475999996 582959.7309000008),"(40.798884128, -73.9419898497)",POINT (-73.94198984966879 40.79888412796724),1929,Manhattan,40.798884128,-73.9419898497,East Harlem (North),BACKED,2012-10-10,"(40.798884128, -73.9419898497)",0.3 km,314,4 mins,
G3600610018500,36061018500,36,061,018500,5243,40.794353,-73.966268,POINT (1827445.1788000017 581979.1528999992),"(40.7943348547, -73.966580542)",POINT (-73.96658054203982 40.7943348547405),1445,Manhattan,40.7943348547,-73.966580542,Upper West Side-Manhattan Valley,BACKED,2013-10-11,"(40.7943348547, -73.966580542)",52 m,52,1 min,
G3600610018600,36061018600,36,061,018600,5127,40.799294,-73.949888,POINT (1828652.0113999993 582832.7704000007),"(40.798550121, -73.9495217046)",POINT (-73.94952170457294 40.79855012100509),1471,Manhattan,40.798550121,-73.9495217046,Harlem (South),BACKED,2014-12-08,"(40.798550121, -73.9495217046)",92 m,92,1 min,
G3600610018700,36061018700,36,061,018700,9383,40.797545,-73.970821,POINT (1826992.2232999988 582239.5260000005),"(40.7962587257, -73.9695845578)",POINT (-73.96958455775454 40.79625872571248),1460,Manhattan,40.7962587257,-73.9695845578,Upper West Side-Manhattan Valley,BACKED,2016-05-21,"(40.7962587257, -73.9695845578)",0.2 km,242,3 mins,
G3600610018800,36061018800,36,061,018800,5697,40.797685,-73.937427,POINT (1829708.2536999993 582897.2543000001),"(40.7973134826, -73.936281543)",POINT (-73.93628154302996 40.79731348263571),1464,Manhattan,40.7973134826,-73.936281543,East Harlem (North),BACKED,2013-09-04,"(40.7973134826, -73.936281543)",0.1 km,104,1 min,
G3600610018900,36061018900,36,061,018900,11556,40.797231,-73.963914,POINT (1827562.8354000002 582338.1077999994),"(40.7973474031, -73.9641067891)",POINT (-73.96410678911748 40.797347403107),1469,Manhattan,40.7973474031,-73.9641067891,Upper West Side-Manhattan Valley,BACKED,2017-08-03,"(40.7973474031, -73.9641067891)",55 m,55,1 min,
G3600610019000,36061019000,36,061,019000,3679,40.801875,-73.947715,POINT (1828762.5025999993 583155.8882999998),"(40.8023623313, -73.9482459327)",POINT (-73.94824593271133 40.802362331251466),1486,Manhattan,40.8023623313,-73.9482459327,Harlem (South),BACKED,2014-12-08,"(40.8023623313, -73.9482459327)",87 m,87,1 min,
G3600610019100,36061019100,36,061,019100,9005,40.800065,-73.969088,POINT (1827068.5254999995 582547.5129000004),"(40.80068007, -73.9660254041)",POINT (-73.96602540411719 40.8006800699924),1481,Manhattan,40.80068007,-73.9660254041,Upper West Side-Manhattan Valley,BACKLESS,2012-10-12,"(40.80068007, -73.9660254041)",0.4 km,437,6 mins,
G3600610019200,36061019200,36,061,019200,3971,40.798664,-73.931356,POINT (1830177.423799999 583120.8540000003),"(40.7976157287, -73.9309850567)",POINT (-73.93098505667251 40.79761572865681),1467,Manhattan,40.7976157287,-73.9309850567,East Harlem (North),BACKLESS,2013-11-12,"(40.7976157287, -73.9309850567)",0.2 km,185,2 mins,
G3600610019300,36061019300,36,061,019300,8736,40.800364,-73.961603,POINT (1827670.4101999998 582724.0295000002),"(40.7997227266, -73.9623659794)",POINT (-73.9623659793823 40.799722726556666),1475,Manhattan,40.7997227266,-73.9623659794,Upper West Side-Manhattan Valley,BACKLESS,2017-02-14,"(40.7997227266, -73.9623659794)",0.1 km,131,2 mins,
G3600610019400,36061019400,36,061,019400,6978,40.800664,-73.93516,POINT (1829816.1050999984 583265.5745000001),"(40.8001532224, -73.93743205)",POINT (-73.93743204995427 40.800153222350936),1480,Manhattan,40.8001532224,-73.93743205,East Harlem (North),BACKED,2013-08-15,"(40.8001532224, -73.93743205)",0.3 km,280,3 mins,
G3600610019500,36061019500,36,061,019500,7828,40.80261,-73.9669,POINT (1827181.2281000018 582866.9725000001),"(40.80068007, -73.9660254041)",POINT (-73.96602540411719 40.8006800699924),1481,Manhattan,40.80068007,-73.9660254041,Upper West Side-Manhattan Valley,BACKLESS,2012-10-12,"(40.80068007, -73.9660254041)",0.4 km,401,5 mins,
G3600610019600,36061019600,36,061,019600,4031,40.802617,-73.939172,POINT (1829439.074099999 583401.1845999993),"(40.8025495319, -73.9386672186)",POINT (-73.93866721860304 40.802549531891565),1488,Manhattan,40.8025495319,-73.9386672186,East Harlem (North),BACKED,2012-10-10,"(40.8025495319, -73.9386672186)",51 m,51,1 min,
G3600610019701,36061019701,36,061,019701,1278,40.80339,-73.961922,POINT (1827566.5463999994 583047.7087999992),"(40.8050588254, -73.9622005015)",POINT (-73.96220050149154 40.80505882541669),1494,Manhattan,40.8050588254,-73.9622005015,Morningside Heights,BACKED,2014-06-04,"(40.8050588254, -73.9622005015)",0.3 km,269,3 mins,
G3600610019702,36061019702,36,061,019702,2601,40.802043,-73.958055,POINT (1827916.1327 582975.2681000009),"(40.8049457987, -73.9550990705)",POINT (-73.95509907045908 40.804945798725996),2002,Manhattan,40.8049457987,-73.9550990705,Harlem (South),BACKED,2013-07-22,"(40.8049457987, -73.9550990705)",0.4 km,450,6 mins,
G3600610019800,36061019800,36,061,019800,2370,40.804296,-73.941673,POINT (1829192.1579999998 583536.0322999991),"(40.805943025, -73.9408741237)",POINT (-73.94087412368403 40.80594302497124),1495,Manhattan,40.805943025,-73.9408741237,East Harlem (North),BACKLESS,2015-01-22,"(40.805943025, -73.9408741237)",0.2 km,209,3 mins,
G3600610019900,36061019900,36,061,019900,9598,40.805144,-73.964926,POINT (1827276.7732000016 583181.1188999992),"(40.8055342043, -73.9654829969)",POINT (-73.96548299693258 40.805534204262095),1996,Manhattan,40.8055342043,-73.9654829969,Morningside Heights,BACKED,2013-07-22,"(40.8055342043, -73.9654829969)",90 m,90,1 min,
G3600610020000,36061020000,36,061,020000,2855,40.805452,-73.945536,POINT (1828847.8145000003 583587.6750000007),"(40.8074437227, -73.946786565)",POINT (-73.94678656504678 40.80744372267105),1501,Manhattan,40.8074437227,-73.946786565,Harlem (South),BACKED,2013-09-04,"(40.8074437227, -73.946786565)",0.4 km,353,5 mins,
G3600610020101,36061020101,36,061,020101,1863,40.80662,-73.960006,POINT (1827639.434799999 583436.6030000001),"(40.8054038006, -73.9622295394)",POINT (-73.96222953939818 40.8054038006002),1493,Manhattan,40.8054038006,-73.9622295394,Morningside Heights,BACKLESS,2019-04-11,"(40.8054038006, -73.9622295394)",0.3 km,290,3 mins,
G3600610020102,36061020102,36,061,020102,4077,40.805002,-73.95665,POINT (1827954.3729000017 583324.8004000001),"(40.8049457987, -73.9550990705)",POINT (-73.95509907045908 40.804945798725996),2002,Manhattan,40.8049457987,-73.9550990705,Harlem (South),BACKED,2013-07-22,"(40.8049457987, -73.9550990705)",0.2 km,186,2 mins,
